config,fitness,distance,datapoints,eval_id
"[0, 0, 0, 0, 1, 0, 6, 3, 1, 1, 1, 1, 0, 3]",0.61218352056376,11.0,5.0,217.0
"[0, 0, 7, 1, 1, 0, 1, 10, 5, 3, 2, 0, 0, 3]",0.656707984977222,17.0,76.0,218.0
"[0, 0, 0, 1, 8, 0, 8, 3, 5, 3, 3, 0, 0, 3]",0.7675842544026521,14.0,43.0,219.0
"[0, 0, 3, 1, 1, 0, 3, 3, 5, 10, 1, 0, 1, 3]",0.717565368770495,11.0,75.0,220.0
"[0, 0, 0, 9, 2, 0, 8, 3, 5, 3, 1, 0, 3, 3]",0.779334488166306,17.0,42.0,221.0
"[0, 0, 0, 6, 1, 0, 4, 3, 5, 1, 3, 0, 0, 9]",0.7604765566465531,16.0,28.0,222.0
"[0, 0, 4, 1, 1, 0, 5, 3, 5, 2, 1, 0, 0, 1]",0.7255761202527621,9.0,79.0,223.0
"[0, 0, 8, 1, 2, 0, 4, 3, 5, 2, 1, 0, 0, 3]",0.728247736795939,11.0,64.0,224.0
"[0, 0, 0, 3, 6, 0, 3, 3, 5, 3, 1, 0, 3, 9]",0.785720082702399,16.0,41.0,225.0
"[0, 0, 0, 9, 1, 0, 3, 6, 4, 10, 1, 0, 0, 3]",0.724391171588133,19.0,31.0,226.0
"[0, 0, 0, 1, 5, 0, 2, 3, 5, 0, 1, 0, 0, 7]",0.6962477865873791,12.0,7.0,227.0
"[0, 0, 3, 0, 1, 0, 5, 3, 5, 6, 3, 0, 0, 3]",0.698025977982732,11.0,77.0,228.0
"[0, 0, 1, 1, 1, 0, 3, 3, 5, 3, 1, 0, 0, 2]",0.7228139231811711,2.0,53.0,229.0
"[0, 0, 2, 1, 4, 0, 3, 9, 5, 3, 1, 1, 1, 3]",0.646948515722507,13.0,34.0,230.0
"[0, 0, 0, 1, 1, 0, 5, 5, 5, 3, 1, 0, 0, 0]",0.7841723937812891,7.0,41.0,231.0
"[0, 0, 0, 7, 1, 0, 6, 2, 9, 3, 3, 0, 0, 3]",0.776496651293988,16.0,61.0,232.0
"[0, 0, 3, 1, 9, 0, 2, 3, 5, 3, 2, 0, 0, 2]",0.6637802826973691,14.0,44.0,233.0
"[0, 0, 0, 0, 1, 0, 4, 3, 5, 10, 1, 0, 0, 8]",0.742601915932359,14.0,47.0,234.0
"[0, 0, 0, 1, 7, 0, 9, 3, 5, 3, 1, 0, 2, 8]",0.785460627763769,19.0,42.0,235.0
"[0, 0, 3, 1, 0, 0, 3, 3, 2, 3, 1, 0, 1, 8]",0.6192698156774781,13.0,18.0,236.0
"[0, 0, 7, 1, 7, 0, 3, 10, 5, 3, 3, 0, 3, 3]",0.660696107516896,25.0,48.0,237.0
"[0, 0, 0, 0, 1, 0, 3, 0, 5, 9, 1, 0, 0, 3]",0.693528454069498,10.0,54.0,238.0
"[0, 0, 0, 1, 6, 0, 1, 3, 5, 3, 3, 1, 3, 3]",0.687218624258614,13.0,15.0,239.0
"[0, 0, 0, 4, 7, 0, 3, 3, 6, 3, 1, 0, 3, 7]",0.7794848244669781,17.0,43.0,240.0
"[0, 0, 2, 4, 1, 0, 3, 3, 4, 3, 1, 0, 0, 3]",0.7126778402958951,6.0,56.0,241.0
"[0, 0, 6, 1, 0, 0, 3, 3, 6, 5, 3, 0, 0, 3]",0.6192698156774781,12.0,20.0,242.0
"[0, 0, 0, 1, 4, 0, 3, 3, 4, 3, 1, 0, 1, 1]",0.7541839526451911,7.0,34.0,243.0
"[0, 0, 0, 1, 2, 0, 0, 3, 5, 0, 1, 0, 0, 0]",0.5690434245462941,10.0,1.0,244.0
"[0, 0, 6, 9, 1, 0, 3, 4, 8, 3, 1, 2, 0, 3]",0.664840452161487,20.0,115.0,245.0
"[0, 0, 0, 7, 1, 0, 9, 3, 9, 3, 1, 2, 0, 5]",0.7956933816524211,20.0,47.0,246.0
"[0, 0, 0, 4, 7, 0, 3, 3, 5, 3, 1, 2, 3, 8]",0.707366624802216,19.0,12.0,247.0
"[0, 0, 4, 1, 0, 0, 3, 1, 5, 5, 1, 2, 0, 3]",0.6192698156774781,11.0,20.0,248.0
"[0, 0, 6, 9, 1, 0, 7, 3, 5, 6, 1, 0, 0, 2]",0.725659720133627,22.0,80.0,249.0
"[0, 0, 0, 0, 1, 0, 3, 9, 7, 0, 1, 0, 1, 3]",0.6911628180889261,13.0,11.0,250.0
"[0, 0, 0, 2, 9, 0, 3, 3, 8, 0, 1, 0, 0, 8]",0.701208913028844,20.0,14.0,251.0
"[0, 0, 0, 0, 1, 0, 8, 5, 5, 3, 1, 0, 1, 5]",0.7889480807738131,11.0,40.0,252.0
"[0, 0, 2, 1, 0, 0, 3, 3, 5, 3, 1, 0, 2, 1]",0.6192698156774781,7.0,17.0,253.0
"[0, 0, 7, 1, 1, 0, 5, 3, 2, 0, 1, 0, 3, 3]",0.6646596429874011,18.0,61.0,254.0
"[0, 0, 0, 4, 8, 0, 3, 3, 5, 10, 1, 1, 0, 8]",0.7218760686483521,23.0,47.0,255.0
"[0, 0, 0, 8, 1, 0, 2, 3, 1, 10, 1, 2, 0, 8]",0.6111308879560271,26.0,16.0,256.0
"[0, 0, 0, 1, 9, 0, 2, 3, 1, 3, 1, 1, 1, 2]",0.645257053444343,16.0,10.0,257.0
"[0, 0, 4, 0, 7, 0, 3, 7, 5, 3, 2, 0, 0, 7]",0.6990206612489921,20.0,43.0,258.0
"[0, 0, 6, 1, 4, 0, 3, 3, 5, 1, 1, 0, 3, 3]",0.6440257684399311,14.0,51.0,259.0
"[0, 0, 0, 1, 1, 0, 3, 10, 3, 3, 1, 2, 2, 7]",0.649554884680259,17.0,12.0,260.0
"[0, 0, 8, 9, 1, 0, 5, 6, 5, 3, 3, 0, 2, 3]",0.683108279363911,25.0,87.0,261.0
"[0, 0, 3, 1, 1, 0, 7, 3, 5, 0, 2, 0, 0, 9]",0.7290508659201561,17.0,81.0,262.0
"[0, 0, 0, 5, 3, 0, 3, 3, 5, 3, 2, 1, 2, 3]",0.700478817426447,10.0,26.0,263.0
"[0, 0, 0, 6, 3, 0, 4, 3, 1, 3, 1, 0, 3, 3]",0.6559830333385831,15.0,16.0,264.0
"[0, 0, 0, 2, 1, 0, 3, 4, 9, 9, 0, 0, 0, 3]",0.8256134433649731,13.0,50.0,265.0
"[0, 0, 0, 2, 1, 0, 3, 3, 1, 3, 1, 0, 0, 5]",0.663486625210979,7.0,16.0,266.0
"[0, 0, 6, 1, 9, 0, 3, 6, 1, 10, 1, 0, 0, 3]",0.6169164571400471,28.0,26.0,267.0
"[0, 0, 0, 4, 1, 0, 7, 0, 5, 3, 0, 1, 0, 7]",0.7580634113819881,16.0,44.0,268.0
"[0, 0, 3, 1, 1, 0, 5, 4, 8, 6, 1, 0, 1, 3]",0.7088396956943941,13.0,95.0,269.0
"[0, 0, 6, 1, 5, 0, 3, 9, 3, 3, 0, 0, 3, 3]",0.654527806415045,22.0,41.0,270.0
"[0, 0, 0, 1, 7, 0, 4, 3, 5, 3, 1, 2, 0, 3]",0.694009432285004,9.0,18.0,271.0
"[0, 0, 0, 7, 8, 0, 3, 3, 5, 9, 0, 1, 0, 0]",0.7879305970351901,24.0,46.0,272.0
"[0, 0, 0, 1, 1, 0, 1, 0, 7, 3, 0, 0, 0, 5]",0.794321348687386,10.0,43.0,273.0
"[0, 0, 4, 1, 5, 0, 3, 3, 3, 9, 0, 0, 1, 3]",0.6854731067752311,18.0,39.0,274.0
"[0, 0, 2, 1, 9, 0, 3, 3, 9, 1, 1, 0, 1, 3]",0.7109521981184951,17.0,52.0,275.0
"[0, 0, 4, 1, 2, 0, 8, 9, 5, 3, 1, 0, 0, 8]",0.72509392457541,21.0,49.0,276.0
"[0, 0, 5, 1, 1, 0, 3, 0, 3, 3, 0, 0, 3, 5]",0.680893505293649,16.0,66.0,277.0
"[0, 0, 0, 6, 1, 0, 7, 3, 5, 6, 2, 0, 0, 4]",0.7631150715886571,14.0,44.0,278.0
"[0, 0, 0, 6, 1, 0, 3, 8, 3, 3, 1, 1, 0, 2]",0.6795121378926481,14.0,16.0,279.0
"[0, 0, 7, 3, 5, 0, 4, 3, 2, 3, 1, 0, 1, 3]",0.643926009178828,18.0,28.0,280.0
"[0, 0, 0, 3, 4, 0, 3, 3, 2, 3, 2, 0, 1, 9]",0.722404319950766,16.0,23.0,281.0
"[0, 0, 9, 8, 1, 0, 3, 3, 5, 8, 2, 1, 0, 3]",0.663502227708057,23.0,92.0,282.0
"[0, 0, 5, 8, 1, 0, 3, 6, 5, 3, 0, 0, 3, 3]",0.681596902043871,19.0,94.0,283.0
"[0, 0, 0, 6, 1, 0, 6, 6, 7, 3, 1, 2, 0, 3]",0.76839348965941,15.0,28.0,284.0
"[0, 0, 0, 1, 7, 0, 4, 2, 3, 3, 1, 2, 3, 3]",0.7038099540424461,15.0,17.0,285.0
"[0, 0, 8, 5, 1, 0, 1, 3, 4, 3, 1, 0, 0, 1]",0.672212808606883,17.0,70.0,286.0
"[0, 0, 8, 4, 0, 0, 3, 3, 5, 3, 1, 0, 3, 3]",0.6192698156774781,15.0,19.0,287.0
"[0, 0, 3, 2, 7, 0, 3, 2, 5, 3, 3, 0, 0, 3]",0.638386779833732,13.0,51.0,288.0
"[0, 0, 0, 1, 1, 0, 7, 5, 5, 6, 1, 1, 2, 3]",0.776032096856046,12.0,42.0,289.0
"[0, 0, 2, 0, 1, 0, 3, 3, 5, 2, 1, 0, 0, 8]",0.7241590369642411,9.0,59.0,290.0
"[0, 0, 4, 1, 6, 0, 3, 3, 6, 4, 1, 0, 3, 3]",0.714992328709888,14.0,55.0,291.0
"[0, 0, 8, 1, 3, 0, 3, 10, 2, 3, 1, 0, 1, 3]",0.6531714348038821,21.0,25.0,292.0
"[0, 0, 0, 1, 1, 0, 8, 4, 4, 3, 1, 0, 0, 6]",0.7643710642960251,10.0,34.0,293.0
"[0, 0, 0, 3, 8, 0, 3, 3, 8, 3, 0, 2, 0, 3]",0.7257250375872081,15.0,18.0,294.0
"[0, 0, 0, 1, 6, 0, 5, 3, 5, 6, 1, 1, 0, 3]",0.7632863981408711,11.0,46.0,295.0
"[0, 0, 0, 0, 8, 0, 7, 3, 5, 1, 1, 0, 0, 6]",0.804828880308032,17.0,36.0,296.0
"[0, 0, 8, 1, 1, 0, 3, 5, 6, 8, 1, 0, 0, 7]",0.714172581139604,20.0,81.0,297.0
"[0, 0, 8, 9, 1, 0, 3, 10, 5, 3, 1, 2, 1, 3]",0.650052259881582,26.0,89.0,298.0
"[0, 0, 4, 9, 1, 0, 9, 9, 5, 3, 1, 1, 0, 5]",0.6880150006391711,27.0,77.0,299.0
"[0, 0, 9, 1, 1, 0, 3, 5, 4, 3, 1, 0, 0, 3]",0.7000297620141931,12.0,60.0,300.0
"[0, 0, 9, 1, 6, 0, 1, 3, 8, 5, 1, 0, 1, 6]",0.707417785378826,25.0,77.0,301.0
"[0, 0, 2, 9, 9, 0, 3, 2, 5, 5, 0, 0, 0, 7]",0.7769111075986551,26.0,36.0,302.0
"[0, 0, 2, 2, 1, 0, 2, 5, 5, 3, 2, 0, 3, 7]",0.698158770442396,14.0,62.0,303.0
"[0, 0, 3, 5, 1, 0, 3, 5, 5, 3, 1, 1, 2, 6]",0.670382594910492,15.0,83.0,304.0
"[0, 0, 0, 1, 4, 0, 3, 3, 1, 9, 3, 1, 2, 4]",0.628850597856574,19.0,17.0,305.0
"[0, 0, 3, 1, 1, 0, 3, 0, 5, 0, 1, 0, 1, 4]",0.6863398903967161,11.0,114.0,306.0
"[0, 0, 3, 1, 5, 0, 3, 5, 0, 5, 1, 0, 0, 3]",0.5717713147072271,16.0,11.0,307.0
"[0, 0, 0, 1, 2, 0, 3, 8, 5, 3, 1, 1, 0, 3]",0.725020201636657,7.0,19.0,308.0
"[0, 0, 3, 5, 1, 0, 4, 8, 5, 7, 3, 2, 0, 3]",0.666407377471523,21.0,87.0,309.0
"[0, 0, 0, 8, 5, 0, 9, 3, 5, 3, 0, 0, 0, 0]",0.8263444679426041,21.0,36.0,310.0
"[0, 0, 0, 1, 1, 0, 0, 8, 2, 3, 3, 0, 0, 1]",0.6915808826196881,15.0,16.0,311.0
"[0, 0, 4, 1, 7, 0, 8, 3, 5, 3, 2, 2, 1, 6]",0.5851822918288581,22.0,58.0,312.0
"[0, 0, 7, 9, 0, 0, 0, 3, 5, 8, 1, 0, 0, 3]",0.6192698156774781,24.0,18.0,313.0
"[0, 0, 0, 2, 5, 0, 2, 4, 5, 4, 1, 0, 0, 3]",0.768742456907025,8.0,37.0,314.0
"[0, 0, 0, 5, 4, 0, 3, 4, 0, 3, 1, 0, 1, 7]",0.573587636701651,18.0,6.0,315.0
"[0, 0, 0, 5, 1, 0, 6, 8, 5, 3, 0, 0, 2, 8]",0.83513662717751,20.0,30.0,316.0
"[0, 0, 0, 5, 4, 0, 1, 6, 6, 3, 1, 1, 0, 3]",0.681496661639584,14.0,12.0,317.0
"[0, 0, 0, 1, 1, 0, 3, 5, 3, 7, 0, 0, 2, 2]",0.7439885701288881,12.0,25.0,318.0
"[0, 0, 0, 3, 0, 0, 3, 3, 3, 7, 1, 2, 3, 3]",0.6192698156774781,14.0,18.0,319.0
"[0, 0, 2, 5, 8, 0, 3, 3, 1, 3, 1, 0, 0, 1]",0.538934740038669,19.0,16.0,320.0
"[0, 0, 4, 7, 1, 0, 9, 3, 5, 6, 2, 0, 0, 5]",0.7148168963364241,22.0,75.0,321.0
"[0, 0, 0, 6, 2, 0, 3, 7, 3, 3, 0, 0, 2, 2]",0.7588151035032481,16.0,20.0,322.0
"[0, 0, 5, 1, 5, 0, 3, 0, 6, 6, 1, 0, 3, 7]",0.6790497124676961,23.0,73.0,323.0
"[0, 0, 6, 1, 1, 0, 7, 3, 3, 1, 3, 2, 3, 3]",0.6546218175227061,21.0,82.0,324.0
"[0, 0, 5, 1, 7, 0, 3, 1, 6, 3, 3, 0, 3, 8]",0.6562585955677981,24.0,64.0,325.0
"[0, 0, 0, 7, 9, 0, 5, 3, 4, 1, 1, 2, 1, 3]",0.5841009711669171,22.0,4.0,326.0
"[0, 0, 2, 1, 1, 0, 5, 3, 4, 3, 3, 1, 0, 1]",0.6661782237286421,10.0,80.0,327.0
"[0, 0, 0, 1, 2, 0, 0, 5, 6, 8, 1, 0, 2, 3]",0.756775794090058,14.0,45.0,328.0
"[0, 0, 4, 4, 3, 0, 3, 1, 6, 8, 1, 2, 0, 3]",0.5898175164872841,19.0,78.0,329.0
"[0, 0, 5, 9, 1, 0, 4, 0, 5, 6, 0, 2, 0, 3]",0.682020576229966,23.0,107.0,330.0
"[0, 0, 5, 1, 1, 0, 0, 0, 5, 9, 0, 1, 0, 2]",0.643850688236238,20.0,104.0,331.0
"[0, 0, 1, 3, 2, 0, 7, 3, 8, 8, 1, 0, 0, 9]",0.720589591216604,22.0,57.0,332.0
"[0, 0, 7, 8, 1, 0, 4, 3, 7, 3, 1, 0, 3, 3]",0.676030439294336,20.0,119.0,333.0
"[0, 0, 9, 3, 5, 0, 3, 7, 5, 10, 1, 0, 2, 8]",0.7058237771200311,33.0,61.0,334.0
"[0, 0, 0, 9, 1, 0, 6, 3, 5, 2, 0, 2, 1, 4]",0.6774219378283061,17.0,15.0,335.0
"[0, 0, 0, 4, 1, 0, 1, 3, 7, 3, 1, 0, 0, 2]",0.788275729208697,8.0,40.0,336.0
"[0, 0, 0, 5, 2, 0, 3, 3, 5, 3, 1, 1, 0, 5]",0.6778605492641221,8.0,24.0,337.0
"[0, 0, 9, 3, 1, 0, 3, 3, 5, 4, 2, 2, 2, 3]",0.659924661512115,17.0,104.0,338.0
"[0, 0, 7, 8, 5, 0, 0, 0, 5, 3, 1, 2, 0, 7]",0.5230452031165931,30.0,71.0,339.0
"[0, 0, 5, 7, 8, 0, 3, 3, 5, 9, 3, 2, 0, 3]",0.5337910147792381,28.0,81.0,340.0
"[0, 0, 3, 1, 7, 0, 1, 3, 5, 3, 1, 2, 0, 6]",0.571034260788816,16.0,42.0,341.0
"[0, 0, 6, 4, 8, 0, 5, 3, 5, 3, 1, 0, 2, 0]",0.7158634258255361,23.0,57.0,342.0
"[0, 0, 2, 1, 1, 0, 3, 1, 3, 0, 2, 0, 3, 3]",0.6945179228828301,13.0,72.0,343.0
"[0, 0, 6, 7, 2, 0, 3, 3, 4, 1, 1, 0, 0, 8]",0.727118519167055,21.0,48.0,344.0
"[0, 0, 8, 1, 1, 0, 5, 1, 5, 2, 2, 0, 1, 6]",0.7026682112379451,18.0,99.0,345.0
"[0, 0, 0, 1, 3, 0, 2, 3, 5, 3, 0, 0, 0, 6]",0.815021584194425,7.0,32.0,346.0
"[0, 0, 7, 1, 0, 0, 1, 3, 5, 3, 3, 2, 2, 6]",0.6192698156774781,19.0,20.0,347.0
"[0, 0, 0, 1, 3, 0, 3, 3, 8, 3, 2, 0, 3, 7]",0.770314705184547,13.0,52.0,348.0
"[0, 0, 0, 0, 1, 0, 6, 5, 5, 6, 2, 0, 3, 1]",0.7670892549507331,15.0,40.0,349.0
"[0, 0, 4, 8, 1, 0, 3, 2, 5, 2, 1, 0, 3, 5]",0.6633616509609811,18.0,107.0,350.0
"[0, 0, 0, 0, 7, 0, 3, 2, 5, 10, 3, 0, 0, 2]",0.7334894546236831,18.0,54.0,351.0
"[0, 0, 5, 3, 1, 0, 7, 10, 1, 7, 3, 0, 0, 7]",0.612215516861028,32.0,28.0,352.0
"[0, 0, 9, 1, 2, 0, 3, 3, 4, 1, 3, 0, 0, 5]",0.6633289720315171,17.0,55.0,353.0
"[0, 0, 0, 7, 2, 0, 7, 5, 3, 3, 1, 0, 0, 3]",0.74688459066482,15.0,30.0,354.0
"[0, 0, 9, 7, 8, 0, 5, 3, 5, 2, 0, 1, 0, 1]",0.7269519372897411,29.0,64.0,355.0
"[0, 0, 5, 2, 9, 0, 2, 6, 1, 3, 1, 2, 0, 2]",0.48190390251746,25.0,26.0,356.0
"[0, 0, 3, 1, 1, 0, 9, 7, 5, 7, 0, 1, 1, 2]",0.725832685925483,21.0,70.0,357.0
"[0, 0, 5, 3, 1, 0, 3, 6, 5, 5, 1, 0, 1, 4]",0.7049807428483991,14.0,73.0,358.0
"[0, 0, 0, 6, 1, 0, 7, 3, 0, 1, 3, 1, 0, 8]",0.5715167265297051,24.0,5.0,359.0
"[0, 0, 2, 6, 7, 0, 5, 3, 2, 7, 0, 2, 0, 3]",0.5506653520348801,25.0,28.0,360.0
"[0, 0, 7, 9, 5, 0, 2, 3, 9, 3, 1, 0, 1, 5]",0.704110128479942,27.0,84.0,361.0
"[0, 0, 0, 7, 0, 0, 3, 3, 6, 1, 1, 2, 1, 3]",0.6192698156774781,13.0,18.0,362.0
"[0, 0, 0, 3, 5, 0, 7, 3, 3, 9, 1, 1, 0, 8]",0.705801151030315,24.0,33.0,363.0
"[0, 0, 0, 2, 1, 0, 3, 0, 5, 8, 0, 0, 3, 7]",0.7598301254472091,17.0,42.0,364.0
"[0, 0, 6, 4, 1, 0, 6, 3, 8, 4, 1, 1, 3, 2]",0.6876932475120181,21.0,119.0,365.0
"[0, 0, 0, 0, 3, 0, 7, 1, 2, 3, 1, 1, 0, 3]",0.62489258413805,13.0,23.0,366.0
"[0, 0, 9, 1, 6, 0, 3, 7, 6, 3, 0, 2, 2, 4]",0.675592313593384,25.0,56.0,367.0
"[0, 0, 2, 2, 1, 0, 3, 3, 6, 3, 2, 1, 3, 8]",0.6798475250204831,14.0,86.0,368.0
"[0, 0, 1, 1, 0, 0, 3, 3, 4, 5, 2, 0, 3, 3]",0.6192698156774781,9.0,17.0,369.0
"[0, 0, 0, 5, 1, 0, 2, 6, 5, 4, 0, 0, 3, 1]",0.821404311619455,15.0,33.0,370.0
"[0, 0, 9, 1, 7, 0, 3, 3, 8, 4, 0, 2, 3, 7]",0.6652500158654221,29.0,75.0,371.0
"[0, 0, 2, 7, 1, 0, 2, 9, 5, 0, 0, 0, 0, 6]",0.74109221392658,22.0,56.0,372.0
"[0, 0, 9, 5, 6, 0, 3, 6, 1, 3, 2, 1, 2, 3]",0.5564064548672001,29.0,27.0,373.0
"[0, 0, 5, 1, 1, 0, 0, 4, 6, 6, 1, 0, 0, 9]",0.644898194964449,19.0,102.0,374.0
"[0, 0, 0, 1, 2, 0, 4, 3, 2, 5, 2, 2, 2, 3]",0.652391066712672,12.0,21.0,375.0
"[0, 0, 9, 1, 9, 0, 3, 3, 7, 7, 3, 0, 2, 2]",0.6701964094833951,28.0,73.0,376.0
"[0, 0, 0, 7, 0, 0, 7, 0, 5, 3, 3, 0, 1, 0]",0.6192698156774781,20.0,18.0,377.0
"[0, 0, 0, 3, 3, 0, 3, 6, 8, 6, 1, 0, 1, 8]",0.792130142348147,19.0,50.0,378.0
"[0, 0, 0, 7, 1, 0, 7, 9, 5, 5, 0, 2, 0, 3]",0.7686020391389421,21.0,33.0,379.0
"[0, 0, 0, 2, 6, 0, 8, 3, 5, 5, 2, 1, 0, 4]",0.7425430387936001,16.0,51.0,380.0
"[0, 0, 4, 5, 1, 0, 6, 0, 5, 2, 1, 2, 0, 2]",0.6869463773091671,18.0,110.0,381.0
"[0, 0, 7, 8, 4, 0, 3, 5, 6, 3, 3, 1, 0, 6]",0.619370480608546,26.0,78.0,382.0
"[0, 0, 5, 3, 5, 0, 6, 3, 2, 3, 3, 0, 0, 3]",0.596007591396101,19.0,46.0,383.0
"[0, 0, 9, 2, 8, 0, 0, 6, 0, 3, 1, 0, 3, 6]",0.574494218099952,34.0,10.0,384.0
"[0, 0, 0, 1, 2, 0, 8, 5, 8, 3, 1, 2, 0, 6]",0.796652822866807,16.0,38.0,385.0
"[0, 0, 9, 8, 0, 0, 5, 7, 5, 10, 1, 1, 0, 3]",0.6192698156774781,31.0,19.0,386.0
"[0, 0, 0, 7, 8, 0, 3, 3, 9, 9, 3, 0, 0, 8]",0.735270720545208,30.0,63.0,387.0
"[0, 0, 0, 0, 3, 0, 1, 3, 5, 10, 0, 1, 0, 0]",0.7476329241288631,17.0,46.0,388.0
"[0, 0, 4, 2, 3, 0, 3, 4, 8, 8, 0, 2, 0, 3]",0.6886999015175741,19.0,77.0,389.0
"[0, 0, 6, 1, 5, 0, 7, 3, 7, 1, 1, 0, 0, 3]",0.732133194465381,18.0,68.0,390.0
"[0, 0, 0, 9, 5, 0, 8, 2, 4, 2, 1, 0, 2, 3]",0.7794203186643761,22.0,35.0,391.0
"[0, 0, 0, 1, 9, 0, 3, 3, 3, 4, 2, 2, 2, 8]",0.6635432676926041,21.0,20.0,392.0
"[0, 0, 8, 3, 0, 0, 4, 2, 5, 5, 0, 0, 0, 3]",0.6192698156774781,16.0,17.0,393.0
"[0, 0, 8, 3, 3, 0, 7, 3, 5, 10, 0, 0, 3, 8]",0.7402079198891071,32.0,62.0,394.0
"[0, 0, 0, 3, 0, 0, 8, 3, 5, 7, 3, 0, 1, 6]",0.6192698156774781,18.0,19.0,395.0
"[0, 0, 0, 4, 1, 0, 3, 7, 7, 3, 2, 0, 1, 1]",0.7811786869519051,13.0,42.0,396.0
"[0, 0, 5, 9, 0, 0, 7, 4, 5, 3, 1, 1, 0, 3]",0.6192698156774781,20.0,18.0,397.0
"[0, 0, 7, 6, 9, 0, 3, 6, 8, 0, 1, 2, 0, 2]",0.6731371841878471,32.0,66.0,398.0
"[0, 0, 4, 3, 4, 0, 6, 10, 5, 8, 1, 2, 1, 3]",0.642089607979612,27.0,53.0,399.0
"[0, 0, 4, 0, 6, 0, 8, 3, 5, 2, 1, 1, 3, 2]",0.651947111589201,21.0,42.0,400.0
"[0, 0, 7, 8, 1, 0, 2, 3, 5, 10, 2, 0, 1, 7]",0.6923028058347821,28.0,90.0,401.0
"[0, 0, 5, 0, 1, 0, 3, 9, 0, 10, 3, 0, 2, 3]",0.579028959578894,28.0,10.0,402.0
"[0, 0, 5, 3, 6, 0, 4, 5, 9, 7, 1, 0, 1, 0]",0.731185543140348,27.0,76.0,403.0
"[0, 0, 0, 4, 1, 0, 9, 3, 0, 4, 2, 1, 1, 6]",0.557344543882718,21.0,8.0,404.0
"[0, 0, 6, 0, 6, 0, 9, 2, 5, 2, 1, 0, 0, 0]",0.7575945354839461,23.0,56.0,405.0
"[0, 0, 8, 8, 6, 0, 8, 8, 1, 3, 0, 2, 0, 4]",0.568963753239636,38.0,27.0,406.0
"[0, 0, 9, 1, 1, 0, 9, 0, 5, 0, 3, 0, 0, 8]",0.7082350747414671,28.0,103.0,407.0
"[0, 0, 0, 7, 4, 0, 1, 6, 8, 7, 2, 0, 1, 3]",0.7781470305164011,23.0,50.0,408.0
"[0, 0, 6, 8, 4, 0, 3, 7, 3, 0, 1, 0, 3, 5]",0.5889226638838131,30.0,30.0,409.0
"[0, 0, 0, 1, 1, 0, 0, 3, 3, 8, 1, 1, 1, 6]",0.6664873791679771,15.0,28.0,410.0
"[0, 0, 0, 0, 7, 0, 5, 3, 9, 7, 0, 0, 3, 7]",0.7925341486558061,25.0,52.0,411.0
"[0, 0, 2, 5, 9, 0, 7, 7, 5, 3, 2, 0, 1, 2]",0.6888870699567381,25.0,32.0,412.0
"[0, 0, 0, 9, 2, 0, 3, 3, 0, 3, 1, 0, 0, 3]",0.5635655885901201,14.0,5.0,413.0
"[0, 0, 6, 7, 1, 0, 2, 3, 5, 1, 1, 0, 3, 8]",0.636666261941999,23.0,104.0,414.0
"[0, 0, 2, 7, 1, 0, 6, 0, 5, 6, 3, 0, 0, 9]",0.6702900970969901,25.0,73.0,415.0
"[0, 0, 0, 7, 6, 0, 1, 3, 9, 10, 2, 0, 2, 2]",0.7218838377468091,28.0,68.0,416.0
"[0, 0, 9, 3, 1, 0, 8, 3, 5, 2, 3, 0, 1, 3]",0.7115161901606061,20.0,93.0,417.0
"[0, 0, 0, 1, 5, 0, 1, 7, 0, 8, 1, 0, 2, 8]",0.5532184544338571,27.0,8.0,418.0
"[0, 0, 4, 2, 1, 0, 3, 10, 6, 2, 0, 1, 1, 1]",0.703262723150546,19.0,86.0,419.0
"[0, 0, 7, 5, 1, 0, 5, 10, 7, 1, 1, 1, 0, 1]",0.6823632881819991,27.0,98.0,420.0
"[0, 0, 0, 0, 3, 0, 3, 0, 3, 3, 2, 0, 0, 3]",0.6905783479710801,9.0,34.0,421.0
"[0, 0, 9, 7, 4, 0, 2, 0, 8, 1, 1, 2, 0, 1]",0.6069597810516011,31.0,107.0,422.0
"[0, 0, 0, 3, 7, 0, 6, 10, 5, 4, 0, 0, 2, 3]",0.820122837832695,22.0,27.0,423.0
"[0, 0, 5, 8, 5, 0, 6, 1, 5, 3, 0, 0, 2, 7]",0.7421114360369521,28.0,59.0,424.0
"[0, 0, 0, 7, 3, 0, 3, 9, 5, 7, 1, 0, 2, 8]",0.781148617188248,25.0,34.0,425.0
"[0, 0, 0, 8, 0, 0, 8, 5, 5, 3, 2, 2, 3, 3]",0.6192698156774781,21.0,20.0,426.0
"[0, 0, 3, 4, 5, 0, 3, 2, 3, 9, 2, 0, 2, 3]",0.604668881320927,22.0,39.0,427.0
"[0, 0, 0, 1, 1, 0, 9, 3, 4, 3, 2, 0, 2, 0]",0.767411176712671,13.0,34.0,428.0
"[0, 0, 0, 7, 1, 0, 2, 3, 5, 3, 3, 1, 1, 3]",0.7023876311717211,11.0,18.0,429.0
"[0, 0, 4, 7, 1, 0, 2, 1, 0, 1, 1, 0, 2, 0]",0.571305793983363,25.0,8.0,430.0
"[0, 0, 3, 1, 5, 0, 3, 3, 8, 3, 1, 0, 1, 3]",0.7226814380309621,11.0,61.0,431.0
"[0, 0, 0, 9, 3, 0, 3, 3, 6, 3, 0, 2, 3, 0]",0.7481552393920241,20.0,16.0,432.0
